"","symbol","date","open","high","low","close","volume","adjusted"
"658","MSTR",2018-08-13,141.210007,142.899994,138.509995,140.779999,56700,140.779999
"659","MSTR",2018-08-14,141.779999,143.809998,141.059998,142.149994,71100,142.149994
"660","MSTR",2018-08-15,141.229996,142.809998,139.529999,140.570007,68600,140.570007
"661","MSTR",2018-08-16,140.929993,143.070007,139.429993,141.070007,66100,141.070007
"662","MSTR",2018-08-17,140.529999,141.899994,139.220001,139.529999,209200,139.529999
"663","MSTR",2018-08-20,140.080002,142.949997,138.710007,140.919998,90900,140.919998
"664","MSTR",2018-08-21,141.759995,142.869995,140.699997,141.070007,33400,141.070007
"665","MSTR",2018-08-22,140.399994,142.740005,140.199997,141.559998,72400,141.559998
"666","MSTR",2018-08-23,141.070007,142.770004,140.399994,141.789993,33200,141.789993
"667","MSTR",2018-08-24,142.399994,150.080002,142.350006,149.669998,224900,149.669998
"668","MSTR",2018-08-27,149.669998,149.669998,146.559998,146.929993,87000,146.929993
"669","MSTR",2018-08-28,147.369995,148.850006,146.75,147.839996,73400,147.839996
"670","MSTR",2018-08-29,148,149.050003,147.020004,147.800003,50800,147.800003
"671","MSTR",2018-08-30,147.779999,148.839996,146.520004,147.179993,30800,147.179993
"672","MSTR",2018-08-31,147.259995,149.190002,146.520004,149,44000,149
"673","MSTR",2018-09-04,148.490005,148.490005,146.580002,147.75,50900,147.75
"674","MSTR",2018-09-05,147.309998,147.309998,142.5,144.839996,80200,144.839996
"675","MSTR",2018-09-06,145.220001,145.660004,142.520004,144.809998,82900,144.809998
"676","MSTR",2018-09-07,144.259995,145.169998,142,144.539993,99600,144.539993
"677","MSTR",2018-09-10,144.869995,147.470001,143.740005,146.770004,50500,146.770004
"678","MSTR",2018-09-11,146.380005,148.059998,145.660004,147.800003,39600,147.800003
"679","MSTR",2018-09-12,147.580002,149.600006,145.460007,148.889999,68200,148.889999
"680","MSTR",2018-09-13,149.339996,149.850006,146.699997,147.690002,43500,147.690002
"681","MSTR",2018-09-14,147.929993,149.869995,147.720001,149.130005,52200,149.130005
"682","MSTR",2018-09-17,149.130005,149.130005,146.039993,147.100006,60400,147.100006
"683","MSTR",2018-09-18,147.399994,151.229996,146.639999,149.960007,100300,149.960007
"684","MSTR",2018-09-19,149.960007,150.75,146.210007,147.809998,64800,147.809998
"685","MSTR",2018-09-20,148.639999,148.639999,145.369995,147.649994,48000,147.649994
"686","MSTR",2018-09-21,147.919998,149.139999,146.619995,148.119995,110500,148.119995
"687","MSTR",2018-09-24,147.520004,148.759995,146.669998,147.380005,68000,147.380005
"688","MSTR",2018-09-25,147.830002,148.490005,146.419998,146.809998,87700,146.809998
"689","MSTR",2018-09-26,142.399994,144.449997,141.309998,141.410004,194300,141.410004
"690","MSTR",2018-09-27,141.679993,142.919998,140.210007,140.539993,66700,140.539993
"691","MSTR",2018-09-28,140.440002,141.350006,139.160004,140.619995,80700,140.619995
"692","MSTR",2018-10-01,141.229996,141.960007,136.240005,136.470001,110400,136.470001
"693","MSTR",2018-10-02,136.5,136.5,131.779999,132.490005,77100,132.490005
"694","MSTR",2018-10-03,132.880005,134.720001,132.009995,133.479996,89000,133.479996
"695","MSTR",2018-10-04,133.509995,133.509995,129.929993,131.699997,71600,131.699997
"696","MSTR",2018-10-05,131.710007,132.539993,129.529999,131.199997,57900,131.199997
"697","MSTR",2018-10-08,130.940002,132.309998,128.779999,130.839996,143600,130.839996
"698","MSTR",2018-10-09,130.300003,132.179993,128.639999,130.710007,65000,130.710007
"699","MSTR",2018-10-10,130.330002,130.330002,126.25,126.720001,86300,126.720001
"700","MSTR",2018-10-11,126.169998,129.660004,126.089996,126.800003,106500,126.800003
"701","MSTR",2018-10-12,128.410004,129.570007,126.080002,127.279999,83400,127.279999
"702","MSTR",2018-10-15,126.959999,129.440002,126.75,128.009995,77700,128.009995
"703","MSTR",2018-10-16,128.960007,131.960007,128.919998,131.149994,135600,131.149994
"704","MSTR",2018-10-17,130.809998,131.699997,129.600006,130.539993,93000,130.539993
"705","MSTR",2018-10-18,130.360001,130.429993,127.690002,128.270004,82200,128.270004
"706","MSTR",2018-10-19,128.380005,129.050003,125.580002,126.480003,69100,126.480003
"707","MSTR",2018-10-22,126.860001,128.990005,126.860001,127.580002,121700,127.580002
"708","MSTR",2018-10-23,126.190002,127.709999,123.769997,126.870003,74500,126.870003
"709","MSTR",2018-10-24,126.529999,127.93,121.239998,121.25,133000,121.25
"710","MSTR",2018-10-25,121.720001,124.550003,121.239998,123.25,104300,123.25
"711","MSTR",2018-10-26,120.669998,128.100006,120.669998,122.489998,246000,122.489998
"712","MSTR",2018-10-29,123.860001,127.309998,120.68,121.709999,134600,121.709999
"713","MSTR",2018-10-30,121.25,125,120.260002,124.040001,257400,124.040001
"714","MSTR",2018-10-31,125.690002,127.410004,125.400002,125.970001,209300,125.970001
"715","MSTR",2018-11-01,126.279999,127.459999,125.199997,125.629997,93500,125.629997
"716","MSTR",2018-11-02,126.209999,127.32,124.879997,126.730003,112500,126.730003
"717","MSTR",2018-11-05,127.089996,127.389999,124.400002,126.639999,104100,126.639999
"718","MSTR",2018-11-06,126.360001,128.690002,125.639999,126.330002,84500,126.330002
"719","MSTR",2018-11-07,127.010002,130.179993,126.400002,129.860001,265000,129.860001
"720","MSTR",2018-11-08,129.589996,129.850006,127.93,128.509995,109600,128.509995
"721","MSTR",2018-11-09,128.119995,128.660004,126.540001,128.279999,87100,128.279999
"722","MSTR",2018-11-12,128.220001,128.259995,126.019997,126.589996,94800,126.589996
"723","MSTR",2018-11-13,126.940002,129,124.580002,125.910004,183000,125.910004
"724","MSTR",2018-11-14,126.470001,126.900002,125.370003,125.449997,112700,125.449997
"725","MSTR",2018-11-15,125.360001,128.529999,125.209999,127.419998,87500,127.419998
"726","MSTR",2018-11-16,126.57,127.809998,124.970001,127.080002,195500,127.080002
"727","MSTR",2018-11-19,126.68,126.68,124.419998,124.449997,113400,124.449997
"728","MSTR",2018-11-20,123.330002,125.059998,122.449997,123.019997,186400,123.019997
"729","MSTR",2018-11-21,124,125.779999,123.739998,125.18,66000,125.18
"730","MSTR",2018-11-23,124.410004,125.709999,124.349998,124.349998,36700,124.349998
"731","MSTR",2018-11-26,125.699997,126.5,125.07,126.080002,128000,126.080002
"732","MSTR",2018-11-27,125.360001,126.519997,124.629997,125.279999,112600,125.279999
"733","MSTR",2018-11-28,125.639999,127.760002,125.290001,127.459999,272300,127.459999
"734","MSTR",2018-11-29,126.639999,128.550003,126.639999,127.760002,122300,127.760002
"735","MSTR",2018-11-30,127.580002,129.779999,127.160004,129.639999,128300,129.639999
"736","MSTR",2018-12-03,131.5,131.5,129.009995,131.070007,139500,131.070007
"737","MSTR",2018-12-04,130.600006,133.570007,126.220001,126.709999,115300,126.709999
"738","MSTR",2018-12-06,125.260002,128.020004,125.260002,127.650002,137700,127.650002
"739","MSTR",2018-12-07,127.650002,129.179993,126.980003,127.580002,96000,127.580002
"740","MSTR",2018-12-10,126.830002,128.850006,126.730003,127.639999,122600,127.639999
"741","MSTR",2018-12-11,128.990005,129.850006,125.5,126.989998,131200,126.989998
"742","MSTR",2018-12-12,126.660004,129.410004,125.779999,127.849998,181500,127.849998
"743","MSTR",2018-12-13,128.399994,128.899994,127.059998,128.100006,65200,128.100006
"744","MSTR",2018-12-14,127.269997,128.720001,126.099998,126.919998,82500,126.919998
"745","MSTR",2018-12-17,126.690002,126.690002,122.57,122.82,149000,122.82
"746","MSTR",2018-12-18,124.190002,125.690002,122.459999,123.349998,109000,123.349998
"747","MSTR",2018-12-19,123.349998,124.790001,121.760002,122.830002,91600,122.830002
"748","MSTR",2018-12-20,122.360001,123,119.309998,120.610001,108000,120.610001
"749","MSTR",2018-12-21,120.919998,121.57,116.269997,116.580002,149400,116.580002
"750","MSTR",2018-12-24,116.07,121.25,115.5,116.699997,84800,116.699997
"751","MSTR",2018-12-26,117.040001,121.32,116.300003,121.089996,121300,121.089996
"752","MSTR",2018-12-27,119.839996,126.089996,119.839996,125.949997,123100,125.949997
"753","MSTR",2018-12-28,126.550003,128.270004,125.879997,126.879997,95000,126.879997
"754","MSTR",2018-12-31,127.089996,128.190002,125.629997,127.75,99900,127.75
"755","MSTR",2019-01-02,126.040001,129.009995,126.040001,128.570007,93100,128.570007
"756","MSTR",2019-01-03,127.760002,128.699997,125.970001,126.57,108300,126.57
"757","MSTR",2019-01-04,127.449997,131.020004,126.440002,130.399994,119800,130.399994
"758","MSTR",2019-01-07,130.389999,132.710007,130.389999,131.229996,74700,131.229996
"759","MSTR",2019-01-08,132.130005,132.660004,129.720001,132.309998,108300,132.309998
"760","MSTR",2019-01-09,132.289993,134.110001,131.339996,131.580002,106200,131.580002
"761","MSTR",2019-01-10,132.300003,133.660004,131.350006,132.509995,120700,132.509995
"762","MSTR",2019-01-11,131.720001,133.860001,131.440002,133.860001,93800,133.860001
"763","MSTR",2019-01-14,133.240005,133.5,130.979996,132.110001,87400,132.110001
"764","MSTR",2019-01-15,132.220001,134.509995,132.220001,134.309998,38600,134.309998
"765","MSTR",2019-01-16,134.490005,135.539993,133.070007,133.839996,159500,133.839996
"766","MSTR",2019-01-17,133.600006,135.720001,133.479996,134.880005,119100,134.880005
"767","MSTR",2019-01-18,135.119995,137.660004,127.519997,136.320007,81300,136.320007
"768","MSTR",2019-01-22,135.729996,138.490005,135.240005,137.240005,81200,137.240005
"769","MSTR",2019-01-23,137.229996,139.110001,136.119995,137.479996,71700,137.479996
"770","MSTR",2019-01-24,137.389999,138.559998,135.460007,138.279999,55700,138.279999
"771","MSTR",2019-01-25,139.050003,139.889999,138.320007,139.399994,53400,139.399994
"772","MSTR",2019-01-28,138.220001,140.229996,133.259995,138.509995,82700,138.509995
"773","MSTR",2019-01-29,138.479996,138.960007,136.960007,138.270004,112500,138.270004
"774","MSTR",2019-01-30,128.100006,139.899994,125.349998,127.370003,563300,127.370003
"775","MSTR",2019-01-31,125.940002,128.899994,125.940002,126.889999,226300,126.889999
"776","MSTR",2019-02-01,127.769997,128.669998,127.029999,128.039993,158100,128.039993
"777","MSTR",2019-02-04,127,130.690002,127,130.050003,156900,130.050003
"778","MSTR",2019-02-05,130,132.839996,129.550003,132.149994,165500,132.149994
"779","MSTR",2019-02-06,131.929993,131.929993,128.149994,128.270004,189200,128.270004
"780","MSTR",2019-02-07,128.149994,129.589996,127.82,129.139999,98000,129.139999
"781","MSTR",2019-02-08,128.410004,131.449997,128.410004,130.779999,266700,130.779999
"782","MSTR",2019-02-11,132.869995,137.080002,132.869995,136.800003,114900,136.800003
"783","MSTR",2019-02-12,138.089996,142.160004,137.100006,142.110001,119100,142.110001
"784","MSTR",2019-02-13,142.550003,143,139.690002,140.429993,121300,140.429993
"785","MSTR",2019-02-14,140.339996,142.399994,139.820007,140.059998,119200,140.059998
"786","MSTR",2019-02-15,140.75,141.330002,139.869995,141.059998,100200,141.059998
"787","MSTR",2019-02-19,140.779999,142,140.320007,141.910004,103000,141.910004
"788","MSTR",2019-02-20,141.880005,143.350006,140.240005,140.419998,148500,140.419998
"789","MSTR",2019-02-21,140.389999,143.380005,140.389999,143.130005,93800,143.130005
"790","MSTR",2019-02-22,143.139999,145.449997,142.75,145.410004,101200,145.410004
"791","MSTR",2019-02-25,146.339996,147.449997,144.880005,146.190002,119000,146.190002
"792","MSTR",2019-02-26,146.139999,146.139999,141.789993,141.800003,88000,141.800003
"793","MSTR",2019-02-27,141.509995,141.699997,140.020004,141.190002,75800,141.190002
"794","MSTR",2019-02-28,141.009995,142.690002,139.669998,141.5,77900,141.5
"795","MSTR",2019-03-01,142.240005,144.649994,141.550003,141.740005,85700,141.740005
"796","MSTR",2019-03-04,142.350006,142.350006,137.970001,139.309998,98500,139.309998
"797","MSTR",2019-03-05,139.320007,139.389999,138.220001,138.660004,53700,138.660004
"798","MSTR",2019-03-06,138.669998,139.089996,136.380005,136.970001,130700,136.970001
"799","MSTR",2019-03-07,136.889999,138.110001,135.809998,137.350006,84600,137.350006
"800","MSTR",2019-03-08,136.270004,138.580002,135.509995,138.119995,120200,138.119995
"801","MSTR",2019-03-11,138.270004,143.059998,138.089996,143,133900,143
"802","MSTR",2019-03-12,143.070007,145.330002,137.490005,145.190002,140900,145.190002
"803","MSTR",2019-03-13,145.800003,148.080002,145.190002,147.5,191600,147.5
"804","MSTR",2019-03-14,147.419998,148.350006,145.460007,148,120500,148
"805","MSTR",2019-03-15,148.539993,149.910004,147.789993,148.330002,261300,148.330002
"806","MSTR",2019-03-18,148.199997,148.630005,146.179993,147.830002,85500,147.830002
"807","MSTR",2019-03-19,148.190002,148.5,146.610001,147.399994,79200,147.399994
"808","MSTR",2019-03-20,147.050003,148.220001,145.110001,147.539993,106400,147.539993
"809","MSTR",2019-03-21,147.440002,150.5,146.410004,149.619995,76200,149.619995
"810","MSTR",2019-03-22,149,149.460007,143.610001,143.830002,89800,143.830002
"811","MSTR",2019-03-25,143.330002,144.869995,141.759995,144.089996,74200,144.089996
"812","MSTR",2019-03-26,144.600006,146.029999,143.789993,145.649994,57300,145.649994
"813","MSTR",2019-03-27,145.320007,146.440002,141.779999,143.619995,94400,143.619995
"814","MSTR",2019-03-28,143.830002,145.589996,143.149994,144.800003,59900,144.800003
"815","MSTR",2019-03-29,144.979996,147.5,142.199997,144.25,88100,144.25
"816","MSTR",2019-04-01,145.240005,147.410004,143.789993,147.339996,102100,147.339996
"817","MSTR",2019-04-02,147.149994,147.169998,143.860001,146.199997,56000,146.199997
"818","MSTR",2019-04-03,146.779999,148.669998,146.669998,147.929993,63400,147.929993
"819","MSTR",2019-04-04,147.979996,147.979996,142.970001,144.570007,49600,144.570007
"820","MSTR",2019-04-05,144.630005,146.690002,144.559998,146.520004,64800,146.520004
"821","MSTR",2019-04-08,146.110001,146.339996,143.940002,144.419998,64000,144.419998
"822","MSTR",2019-04-09,144.309998,145.259995,143.690002,144.130005,54200,144.130005
"823","MSTR",2019-04-10,144.130005,147.839996,143.679993,147.740005,67400,147.740005
"824","MSTR",2019-04-11,147.350006,149.619995,145.830002,148.520004,64800,148.520004
"825","MSTR",2019-04-12,149.389999,150.929993,148.080002,150.649994,52700,150.649994
"826","MSTR",2019-04-15,150.350006,152.380005,148.850006,149.539993,77200,149.539993
"827","MSTR",2019-04-16,150.119995,151.389999,148.720001,151.119995,65500,151.119995
"828","MSTR",2019-04-17,151.479996,152,146.550003,148.110001,74300,148.110001
"829","MSTR",2019-04-18,147.720001,148.130005,143.580002,146.479996,84600,146.479996
"830","MSTR",2019-04-22,145.830002,148.309998,144.009995,147.339996,97900,147.339996
"831","MSTR",2019-04-23,147.940002,149.479996,147.339996,149.160004,117700,149.160004
"832","MSTR",2019-04-24,149.570007,150.809998,149.119995,149.539993,70900,149.539993
"833","MSTR",2019-04-25,149.240005,150.660004,147.009995,148,71800,148
"834","MSTR",2019-04-26,148.240005,149.850006,147.529999,149.419998,100600,149.419998
"835","MSTR",2019-04-29,149.729996,151.080002,148.410004,149.229996,101500,149.229996
"836","MSTR",2019-04-30,149.919998,151.979996,147.050003,149.699997,134700,149.699997
"837","MSTR",2019-05-01,142.520004,149.690002,139.809998,141.020004,350800,141.020004
"838","MSTR",2019-05-02,140.740005,142.350006,139.669998,140.839996,94800,140.839996
"839","MSTR",2019-05-03,142.009995,148.139999,140.309998,141.029999,90900,141.029999
"840","MSTR",2019-05-06,139.619995,142.119995,139.600006,141.449997,78500,141.449997
"841","MSTR",2019-05-07,140.110001,141.080002,137.949997,138.869995,111400,138.869995
"842","MSTR",2019-05-08,138.300003,139.389999,136.880005,137.970001,100400,137.970001
"843","MSTR",2019-05-09,136.869995,138.669998,135.539993,138.130005,87900,138.130005
"844","MSTR",2019-05-10,137.679993,139.389999,135.5,139.259995,79300,139.259995
"845","MSTR",2019-05-13,137.089996,137.279999,134.839996,135.050003,84500,135.050003
"846","MSTR",2019-05-14,135.490005,136.800003,134.820007,136.5,62600,136.5
"847","MSTR",2019-05-15,135.660004,137.820007,135.179993,136.220001,48400,136.220001
"848","MSTR",2019-05-16,136.559998,138.559998,136.559998,138.059998,42000,138.059998
"849","MSTR",2019-05-17,137.119995,138.559998,136.809998,136.839996,90600,136.839996
"850","MSTR",2019-05-20,135.960007,137.100006,135.600006,136.270004,73400,136.270004
"851","MSTR",2019-05-21,136.979996,139.139999,136.389999,137.309998,90000,137.309998
"852","MSTR",2019-05-22,137.050003,137.800003,135.449997,136.270004,54600,136.270004
"853","MSTR",2019-05-23,135.460007,136.160004,133.179993,133.919998,80500,133.919998
"854","MSTR",2019-05-24,134.600006,135.100006,133,134.080002,76300,134.080002
"855","MSTR",2019-05-28,134.050003,136.410004,134.050003,135.330002,63900,135.330002
"856","MSTR",2019-05-29,134.559998,135.050003,133.279999,133.75,51500,133.75
"857","MSTR",2019-05-30,134.429993,135.190002,132.479996,133.660004,64300,133.660004
"858","MSTR",2019-05-31,132.350006,134.850006,131.610001,132.910004,61500,132.910004
"859","MSTR",2019-06-03,133.070007,133.070007,130.259995,130.899994,77100,130.899994
"860","MSTR",2019-06-04,132.009995,133.880005,131.009995,133.820007,59000,133.820007
"861","MSTR",2019-06-05,134.330002,135.679993,133.289993,134.380005,64300,134.380005
"862","MSTR",2019-06-06,134.300003,134.970001,132.529999,134.410004,60900,134.410004
"863","MSTR",2019-06-07,134.889999,137.259995,134.520004,137.139999,57400,137.139999
"864","MSTR",2019-06-10,138.300003,141.009995,136.259995,136.550003,94200,136.550003
"865","MSTR",2019-06-11,137.369995,137.690002,133.470001,134.139999,60100,134.139999
"866","MSTR",2019-06-12,133.820007,133.820007,131.309998,132.679993,89300,132.679993
"867","MSTR",2019-06-13,133.289993,137.410004,131.300003,132.050003,141400,132.050003
"868","MSTR",2019-06-14,131.479996,133.979996,130.970001,133.649994,64800,133.649994
"869","MSTR",2019-06-17,134.330002,148.5,134.330002,141.25,329400,141.25
"870","MSTR",2019-06-18,142.320007,147.679993,142.320007,145.589996,193500,145.589996
"871","MSTR",2019-06-19,145.580002,148.800003,143.860001,147.669998,165800,147.669998
"872","MSTR",2019-06-20,149.580002,149.889999,147,147.889999,118300,147.889999
"873","MSTR",2019-06-21,147.270004,149.580002,144.080002,146.720001,737800,146.720001
"874","MSTR",2019-06-24,146.850006,147.460007,141.070007,141.580002,130000,141.580002
"875","MSTR",2019-06-25,141.550003,141.550003,139.100006,140.160004,114700,140.160004
"876","MSTR",2019-06-26,140.020004,140.300003,138.720001,139.119995,83000,139.119995
"877","MSTR",2019-06-27,139.289993,142.100006,139.289993,141.029999,81300,141.029999
"878","MSTR",2019-06-28,141.5,143.929993,140.029999,143.309998,457200,143.309998
"879","MSTR",2019-07-01,143,144.309998,139.800003,140.029999,168900,140.029999
"880","MSTR",2019-07-02,140.770004,141.320007,139.389999,140.5,71800,140.5
"881","MSTR",2019-07-03,140.550003,142.210007,139.949997,141.160004,42500,141.160004
"882","MSTR",2019-07-05,140.289993,140.910004,137.559998,140.240005,64300,140.240005
"883","MSTR",2019-07-08,139.199997,139.199997,125.339996,125.93,359200,125.93
"884","MSTR",2019-07-09,125.940002,126.970001,123.650002,123.989998,227900,123.989998
"885","MSTR",2019-07-10,124.370003,125.57,122.760002,122.959999,131800,122.959999
"886","MSTR",2019-07-11,123.010002,123.93,122.290001,122.790001,130000,122.790001
"887","MSTR",2019-07-12,122.790001,123.419998,120.5,123.019997,123800,123.019997
"888","MSTR",2019-07-15,122.970001,124.720001,122.809998,123.620003,99800,123.620003
"889","MSTR",2019-07-16,123.410004,124.730003,123.080002,124.5,105100,124.5
"890","MSTR",2019-07-17,124.239998,125,122.089996,122.510002,112000,122.510002
"891","MSTR",2019-07-18,122.209999,123,120.860001,122.660004,109600,122.660004
"892","MSTR",2019-07-19,122.970001,123.410004,121.75,121.75,82300,121.75
"893","MSTR",2019-07-22,121.830002,122.900002,121.480003,122.25,75400,122.25
"894","MSTR",2019-07-23,122.809998,122.809998,121.099998,121.580002,63800,121.580002
"895","MSTR",2019-07-24,120.989998,122.730003,120.529999,122.730003,66000,122.730003
"896","MSTR",2019-07-25,122.43,122.589996,121.120003,122.190002,49600,122.190002
"897","MSTR",2019-07-26,122.589996,123.839996,122.449997,123.32,83400,123.32
"898","MSTR",2019-07-29,123.129997,124.040001,121.129997,122.18,127700,122.18
"899","MSTR",2019-07-30,121.410004,123.93,121.160004,123.190002,111800,123.190002
"900","MSTR",2019-07-31,127,140.720001,127,136.729996,378000,136.729996
"901","MSTR",2019-08-01,137,139.080002,134.5,135.479996,126300,135.479996
"902","MSTR",2019-08-02,134.949997,137.429993,133.149994,134.300003,152600,134.300003
"903","MSTR",2019-08-05,132.460007,134.789993,130.610001,132.520004,116600,132.520004
"904","MSTR",2019-08-06,134.149994,135.889999,132.589996,134.100006,130000,134.100006
"905","MSTR",2019-08-07,132.449997,139.240005,131.139999,138.350006,120000,138.350006
"906","MSTR",2019-08-08,138.869995,141.399994,138.710007,140.270004,126300,140.270004
"907","MSTR",2019-08-09,139.470001,143.559998,138.960007,140.699997,82400,140.699997
"908","MSTR",2019-08-12,139.589996,140.940002,138.020004,140.740005,142700,140.740005
"909","MSTR",2019-08-13,140.419998,142,138.210007,138.729996,144000,138.729996
"910","MSTR",2019-08-14,137.110001,139.339996,135.529999,137.949997,130200,137.949997
"911","MSTR",2019-08-15,137.990005,138.25,135.899994,136.389999,81700,136.389999
"912","MSTR",2019-08-16,137.289993,138.059998,135.869995,137.330002,264800,137.330002
"913","MSTR",2019-08-19,138.820007,140.699997,136.710007,139.75,100100,139.75
"914","MSTR",2019-08-20,139.770004,141.75,137.130005,140.509995,69500,140.509995
"915","MSTR",2019-08-21,141.660004,142.899994,140.839996,140.889999,146100,140.889999
"916","MSTR",2019-08-22,140.699997,142.559998,140.330002,141.220001,50400,141.220001
"917","MSTR",2019-08-23,140.589996,142.279999,137.610001,138.110001,46300,138.110001
"918","MSTR",2019-08-26,139.169998,140.080002,137.800003,139.619995,76800,139.619995
"919","MSTR",2019-08-27,140.449997,141.210007,138,138.720001,107800,138.720001
"920","MSTR",2019-08-28,138.5,139.979996,136.869995,139.460007,106300,139.460007
"921","MSTR",2019-08-29,140.690002,142.110001,139.449997,141.389999,83300,141.389999
"922","MSTR",2019-08-30,142.520004,143.809998,141.5,143.289993,146600,143.289993
"923","MSTR",2019-09-03,142.479996,144.360001,141.860001,143.600006,123600,143.600006
"924","MSTR",2019-09-04,144.830002,144.830002,135.919998,137.169998,293300,137.169998
"925","MSTR",2019-09-05,137.850006,142.100006,137.369995,141.410004,125500,141.410004
"926","MSTR",2019-09-06,142.100006,142.75,139.839996,139.889999,70200,139.889999
"927","MSTR",2019-09-09,139.779999,143.919998,137.929993,143.690002,117200,143.690002
"928","MSTR",2019-09-10,141.850006,144.960007,140.690002,144.960007,117900,144.960007
"929","MSTR",2019-09-11,144.949997,147.660004,143.139999,147.539993,115700,147.539993
"930","MSTR",2019-09-12,147.589996,150,147.259995,148.399994,127300,148.399994
"931","MSTR",2019-09-13,148.5,149.410004,145.339996,145.779999,121400,145.779999
"932","MSTR",2019-09-16,144.839996,147.589996,144.289993,147.449997,129600,147.449997
"933","MSTR",2019-09-17,146.839996,149.789993,146.389999,149.009995,98600,149.009995
"934","MSTR",2019-09-18,148.880005,150.389999,146.710007,148.130005,98400,148.130005
"935","MSTR",2019-09-19,148.169998,153.460007,148.169998,150.449997,113800,150.449997
"936","MSTR",2019-09-20,150.529999,152.770004,147.279999,149.050003,263900,149.050003
"937","MSTR",2019-09-23,148.639999,151.369995,147.820007,150.589996,62700,150.589996
"938","MSTR",2019-09-24,152.259995,152.259995,147.919998,148.880005,109700,148.880005
"939","MSTR",2019-09-25,148.809998,150,144.800003,149.570007,52900,149.570007
"940","MSTR",2019-09-26,149.460007,151.580002,147.720001,149.369995,37900,149.369995
"941","MSTR",2019-09-27,149.100006,149.100006,145.740005,147.029999,50400,147.029999
"942","MSTR",2019-09-30,147.160004,149.119995,146.429993,148.369995,78000,148.369995
"943","MSTR",2019-10-01,148.389999,149.899994,146.149994,146.339996,60500,146.339996
"944","MSTR",2019-10-02,145.860001,145.860001,143.089996,144.899994,69900,144.899994
"945","MSTR",2019-10-03,145.080002,146.529999,142.580002,145.419998,47400,145.419998
"946","MSTR",2019-10-04,145.75,148.009995,145.220001,146.589996,47800,146.589996
"947","MSTR",2019-10-07,146.729996,148.149994,145.399994,147.350006,64400,147.350006
"948","MSTR",2019-10-08,147.289993,147.410004,143.5,143.960007,57800,143.960007
"949","MSTR",2019-10-09,145.059998,146,144.320007,144.369995,62300,144.369995
"950","MSTR",2019-10-10,144.759995,144.759995,143.100006,143.520004,77200,143.520004
"951","MSTR",2019-10-11,145,145.270004,143.339996,144.149994,52400,144.149994
"952","MSTR",2019-10-14,143.940002,144.820007,142.649994,143.940002,64900,143.940002
"953","MSTR",2019-10-15,144.199997,144.740005,143,144.179993,48500,144.179993
"954","MSTR",2019-10-16,144.020004,144.929993,142.559998,143.410004,58600,143.410004
"955","MSTR",2019-10-17,144.169998,145,142.399994,143.720001,83700,143.720001
"956","MSTR",2019-10-18,143.75,144.110001,139.580002,143.149994,76800,143.149994
"957","MSTR",2019-10-21,143.850006,144.710007,142.649994,144.020004,31700,144.020004
"958","MSTR",2019-10-22,144.179993,145.089996,142.660004,143.020004,42000,143.020004
"959","MSTR",2019-10-23,142.720001,144.800003,141.949997,142.600006,50400,142.600006
"960","MSTR",2019-10-24,143.100006,144.789993,143.100006,144.600006,41400,144.600006
"961","MSTR",2019-10-25,144.440002,146.610001,143.630005,145.770004,45000,145.770004
"962","MSTR",2019-10-28,146,147.289993,145.690002,146.169998,39900,146.169998
"963","MSTR",2019-10-29,146,147.470001,145.25,146.649994,42700,146.649994
"964","MSTR",2019-10-30,150.960007,154.399994,149,153.410004,81800,153.410004
"965","MSTR",2019-10-31,153.279999,154.5,151.850006,153.25,54800,153.25
"966","MSTR",2019-11-01,153.570007,154.850006,151.25,153.690002,70100,153.690002
"967","MSTR",2019-11-04,154.990005,155.139999,152.259995,153.509995,68400,153.509995
"968","MSTR",2019-11-05,154.210007,156.089996,153.270004,155,67200,155
"969","MSTR",2019-11-06,154.669998,155.690002,153.110001,154.960007,68900,154.960007
"970","MSTR",2019-11-07,155.800003,156.809998,154.429993,155.779999,59300,155.779999
"971","MSTR",2019-11-08,155.339996,157.070007,154.130005,156.130005,65300,156.130005
"972","MSTR",2019-11-11,155.570007,156.220001,154.820007,155.919998,59200,155.919998
"973","MSTR",2019-11-12,156.149994,158.070007,155.880005,158.059998,71800,158.059998
"974","MSTR",2019-11-13,157.289993,158.5,156,156.960007,64300,156.960007
"975","MSTR",2019-11-14,157.240005,158.130005,155.979996,156.639999,65900,156.639999
"976","MSTR",2019-11-15,157.119995,157.509995,155,156.399994,44500,156.399994
"977","MSTR",2019-11-18,156.110001,157.289993,155.119995,155.229996,52700,155.229996
"978","MSTR",2019-11-19,155.619995,158.899994,155.529999,157.490005,50700,157.490005
"979","MSTR",2019-11-20,157,157.460007,153.119995,154.020004,78800,154.020004
"980","MSTR",2019-11-21,154.539993,154.539993,148.970001,149.5,78000,149.5
"981","MSTR",2019-11-22,150.199997,152.289993,148.699997,151.600006,50100,151.600006
"982","MSTR",2019-11-25,152,153.050003,151.399994,152.759995,53100,152.759995
"983","MSTR",2019-11-26,152.289993,153.350006,151.679993,152.399994,79200,152.399994
"984","MSTR",2019-11-27,152,153.300003,151.740005,152.619995,36700,152.619995
"985","MSTR",2019-11-29,150.990005,151.350006,149,150.330002,51300,150.330002
"986","MSTR",2019-12-02,150.720001,150.720001,148.419998,150.080002,87700,150.080002
"987","MSTR",2019-12-03,149.020004,151.110001,147.279999,149.979996,221500,149.979996
